entry_time,exit_time,side,entry_price,exit_price,exit_reason,pnl,level_id,cum_pnl
2024-04-04 09:00:00-04:00,2024-04-04 09:45:00-04:00,short,18542.060069309577,18542.060069309577,BE,0.0,1609,2138.37
2024-04-10 08:36:00-04:00,2024-04-10 08:37:00-04:00,long,18099.594831948525,18074.094831948525,SL,-25.5,1612,2112.87
2024-04-18 21:04:00-04:00,2024-04-18 21:05:00-04:00,long,17410.581461499758,17408.75,cutoff,-1.83,1620,2111.04
2024-04-23 09:56:00-04:00,2024-04-23 13:49:00-04:00,short,17525.21619148364,17626.84119148364,SL,-101.62,1622,2009.42
2024-04-23 21:19:00-04:00,2024-04-23 21:20:00-04:00,short,17720.605247732077,17723.0,cutoff,-2.39,1623,2007.03
2024-04-29 08:54:00-04:00,2024-04-29 09:40:00-04:00,short,17928.001554531023,17871.751554531023,TP,56.25,1624,2063.28
2024-05-03 08:30:00-04:00,2024-05-03 08:31:00-04:00,short,17819.63219946777,17867.25719946777,SL,-47.62,1630,2015.66
2024-05-06 09:38:00-04:00,2024-05-06 10:23:00-04:00,short,18099.553537313353,18099.553537313353,BE,0.0,1618,2015.66
2024-05-07 10:56:00-04:00,2024-05-07 14:36:00-04:00,short,18240.819564105637,18168.819564105637,TP,72.0,1632,2087.66
2024-05-10 09:35:00-04:00,2024-05-10 10:21:00-04:00,short,18318.397605320453,18240.022605320453,TP,78.38,1634,2166.04
2024-05-14 10:26:00-04:00,2024-05-14 11:16:00-04:00,short,18359.901500514046,18359.901500514046,BE,0.0,1633,2166.04
2024-05-15 08:30:00-04:00,2024-05-15 08:31:00-04:00,short,18479.93747753404,18501.31247753404,SL,-21.38,1636,2144.66
2024-05-22 10:00:00-04:00,2024-05-22 11:05:00-04:00,short,18830.790448757154,18830.790448757154,BE,0.0,1640,2144.66
2024-05-22 22:59:00-04:00,2024-05-22 23:00:00-04:00,short,18941.475837723636,18943.5,cutoff,-2.02,1644,2142.64
2024-05-28 04:14:00-04:00,2024-05-28 07:00:00-04:00,short,18958.714051933915,18912.214051933915,TP,46.5,1646,2189.14
2024-05-29 09:27:00-04:00,2024-05-29 10:24:00-04:00,long,18759.350668282255,18853.100668282255,TP,93.75,1647,2282.89
2024-05-30 20:35:00-04:00,2024-05-30 20:36:00-04:00,long,18508.723924773964,18510.0,cutoff,1.28,1641,2284.17
2024-05-31 10:15:00-04:00,2024-05-31 12:08:00-04:00,long,18477.15801455111,18285.90801455111,SL,-191.25,1642,2092.92
2024-06-05 07:40:00-04:00,2024-06-05 08:39:00-04:00,short,18807.187537455473,18807.187537455473,BE,0.0,1653,2092.92
2024-06-05 09:29:00-04:00,2024-06-05 10:21:00-04:00,short,18848.519801691473,18848.519801691473,BE,0.0,1651,2092.92
2024-06-05 10:30:00-04:00,2024-06-05 11:15:00-04:00,short,18896.411467455782,18965.036467455782,SL,-68.62,1652,2024.3
2024-06-11 19:00:00-04:00,2024-06-11 19:01:00-04:00,short,19260.324238183544,19262.0,cutoff,-1.68,1655,2022.62
2024-06-13 03:14:00-04:00,2024-06-13 05:29:00-04:00,short,19663.67406997938,19616.79906997938,TP,46.88,1659,2069.5
2024-06-20 03:30:00-04:00,2024-06-20 04:31:00-04:00,short,20350.794364611073,20311.794364611073,TP,39.0,1663,2108.5
2024-06-26 03:24:00-04:00,2024-06-26 03:54:00-04:00,short,20035.72334406313,20062.72334406313,SL,-27.0,1668,2081.5
2024-06-28 08:16:00-04:00,2024-06-28 08:30:00-04:00,short,20140.576519285627,20156.701519285627,SL,-16.12,1667,2065.38
2024-07-01 10:14:00-04:00,2024-07-01 12:52:00-04:00,long,19824.90114202006,20024.90114202006,TP,200.0,1671,2265.38
2024-07-05 02:19:00-04:00,2024-07-05 08:30:00-04:00,short,20444.240953614135,20465.990953614135,SL,-21.75,1665,2243.63
2024-07-10 10:10:00-04:00,2024-07-10 11:01:00-04:00,short,20791.771230340233,20707.396230340233,TP,84.38,1677,2328.01
2024-07-11 08:30:00-04:00,2024-07-11 08:31:00-04:00,short,20938.09926077548,20949.72426077548,SL,-11.62,1679,2316.39
2024-07-17 03:06:00-04:00,2024-07-17 07:33:00-04:00,long,20414.57002644139,20267.94502644139,SL,-146.62,1682,2169.77
2024-07-18 10:35:00-04:00,2024-07-18 15:00:00-04:00,long,19956.62531162463,19846.25,cutoff,-110.38,1684,2059.39
